Service Request No,original_address_field,st_num_x,st_dir_x,st_name,Location,Created Date,Status Date,Status,Vehicle Make/Model,License Plate Number,Pound assigned inventory number,City X Coordinate,City Y Coordinate,Vehicle Body Style,impound_date,date,X Coordinate,Y Coordinate,X,Y,iss_dt_tim,st_num_y,st_dir_y,st_nm,st_name_edit,address,lcns_plt_s,viol_cd,viol_desc,rpt_dstrct,vhcl_make,fine_lvl,tckt_que,year,on_route,datetime,penalty
16-08357937,1409 S STATE ST,1409,S,STATE ST,1409 S STATE ST,12/19/2016 0:00,12/29/2016 0:00,Completed,Chevrolet,R364843,2808708,1176557.788,1893750.283,Sedan 4 Door,12/17/2016,12/17/2016,-87.6273378,41.8638022,-87.6270821,41.8633771,12/17/2016 3:13,1411,S,STATE,STATE ST,1411 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Paid,2016,TRUE,12/17/2016 3:13,TICKET AND TOW
16-08357938,1001 S STATE ST,1001,S,STATE ST,1001 S STATE ST,12/19/2016 0:00,12/29/2016 0:00,Completed,Chevrolet,E921361,2808709,1176501.058,1895958.752,Sedan 4 Door,12/17/2016,12/17/2016,-87.62747939,41.86986366,-87.62703,41.8697299,12/17/2016 3:09,1009,S,STATE,STATE ST,1009 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Paid,2016,TRUE,12/17/2016 3:09,TICKET AND TOW
16-08357878,2835 S DR MARTIN LUTHER KING JR DR,2835,S,DOCTOR MARTIN LUTHER KING JR DR,2835 S DOCTOR MARTIN LUTHER KING JR DR,12/19/2016 0:00,12/29/2016 0:00,Completed,Toyota,UVOL,2808717,1179274.763,1886147.018,Station Wagon,12/17/2016,12/17/2016,-87.6175967,41.84287661,-87.61645,41.84407,12/17/2016 3:13,2801,S,KING DRIVE,MARTIN LUTHER KING DRIVE,2801 S KING DRIVE,IL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Notice,2016,TRUE,12/17/2016 3:13,TICKET AND TOW
16-08358500,2224 S ARCHER AVE,2224,S,ARCHER AVE,2224 S ARCHER AVE,12/19/2016 0:00,12/29/2016 0:00,Completed,Chrysler,DFJ7661,2808763,1174302.461,1889581.848,Sedan 4 Door,12/18/2016,12/18/2016,-87.63574123,41.85241431,-87.63614,41.85249,12/18/2016 3:07,2224,S,ARCHER,ARCHER AVE,2224 S ARCHER,MI,964060,3-7 AM SNOW ROUTE,495,CHRY,60,Paid,2016,TRUE,12/18/2016 3:07,TICKET AND TOW
16-08358502,1253 S STATE ST,1253,S,STATE ST,1253 S STATE ST,12/19/2016 0:00,12/29/2016 0:00,Completed,Dodge,Q276102,2808765,1176532.704,1894740.157,Sedan 4 Door,12/18/2016,12/18/2016,-87.6274,41.86651904,-87.62696,41.86656,12/18/2016 3:02,1231,S,STATE,STATE ST,1231 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,DODG,60,Paid,2016,TRUE,12/18/2016 3:02,TICKET AND TOW
16-08358505,1246 S STATE ST,1246,S,STATE ST,1246 S STATE ST,12/19/2016 0:00,12/29/2016 0:00,Completed,Dodge,P240843,2808768,1176531.636,1894783.286,Sedan 4 Door,12/18/2016,12/18/2016,-87.62740262,41.86663742,-87.62777,41.86606,12/18/2016 3:01,1246,S,STATE,STATE ST,1246 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,DODG,60,Paid,2016,TRUE,12/18/2016 3:01,TICKET AND TOW
16-08358506,1401 S STATE ST,1401,S,STATE ST,1401 S STATE ST,12/19/2016 0:00,12/29/2016 0:00,Completed,Ford,676TEU,2808769,1176555.788,1893831.383,Sedan 4 Door,12/18/2016,12/18/2016,-87.62734269,41.86402479,-87.62663,41.86361,12/18/2016 3:15,1407,S,STATE,STATE ST,1407 S STATE,MN,964060,3-7 AM SNOW ROUTE,1,FORD,60,Notice,2016,TRUE,12/18/2016 3:15,TICKET AND TOW
16-08358508,1353 S STATE ST,1353,S,STATE ST,1353 S STATE ST,12/19/2016 0:00,12/29/2016 0:00,Completed,Hyundai,Q289972,2808771,1176547.988,1894127.683,Sedan 4 Door,12/18/2016,12/18/2016,-87.62736238,41.86483803,-87.6271129,41.8644587,12/18/2016 3:03,1347,S,STATE,STATE ST,1347 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,HYUN,60,Notice,2016,TRUE,12/18/2016 3:03,TICKET AND TOW
16-08358511,5225 S KEDZIE AVE,5225,S,KEDZIE AVE,5225 S KEDZIE AVE,12/19/2016 0:00,12/29/2016 0:00,Completed,Honda,Q127069,2808774,1155931.569,1869804.299,Sedan 4 Door,12/18/2016,12/18/2016,-87.70369987,41.79853197,0,0,12/18/2016 6:04,5225,S,KEDZIE,KEDZIE AVE,5225 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,495,HOND,60,Paid,2016,TRUE,12/18/2016 6:04,TICKET AND TOW
16-08358513,5435 S KEDZIE AVE,5435,S,KEDZIE AVE,5435 S KEDZIE AVE,12/19/2016 0:00,12/29/2016 0:00,Completed,Chrysler,Q279516,2808775,1155974.615,1868284.68,Sedan 4 Door,12/18/2016,12/18/2016,-87.70358283,41.79436106,0,0,12/18/2016 6:22,5435,S,KEDZIE,KEDZIE AVE,5435 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,495,DODG,60,Define,2016,TRUE,12/18/2016 6:22,TICKET AND TOW
16-08372365,6349 S KEDZIE AVE,6349,S,KEDZIE AVE,6349 S KEDZIE AVE,12/20/2016 0:00,12/29/2016 0:00,Completed,Buick,Q465108,2808817,1156147.614,1862253.93,Carryall,12/19/2016,12/19/2016,-87.70311054,41.77780833,-87.70273,41.77747,12/19/2016 3:22,6349,S,KEDZIE,KEDZIE AVE,6349 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,495,BUIC,60,Notice,2016,TRUE,12/19/2016 3:22,TICKET AND TOW
16-08372367,434 E 79TH ST,434,E,79TH ST,434 E 79TH ST,12/20/2016 0:00,12/29/2016 0:00,Completed,Nissan,Q961338,2808819,1180622.662,1852727.499,Sedan 4 Door,12/19/2016,12/19/2016,-87.61367704,41.75113956,-87.61355,41.7513999,12/19/2016 5:09,434,E,79TH,79TH ST,434 E 79TH,IL,964060,3-7 AM SNOW ROUTE,495,NISS,60,Notice,2016,TRUE,12/19/2016 5:09,TICKET AND TOW
16-08390106,1515 W 103RD ST,1515,W,103RD ST,1515 W 103RD ST,12/21/2016 0:00,12/29/2016 0:00,Completed,Jeep - Year Greater 1988,Z292873,2808851,1167946.52,1836437.36,Carryall,12/20/2016,12/20/2016,-87.66059526,41.70671856,0,0,12/20/2016 3:02,1515,W,103RD ST,103RD ST,1515 W 103RD ST,IL,964060,3-7 AM SNOW ROUTE,495,JEEP,60,Notice,2016,TRUE,12/20/2016 3:02,TICKET AND TOW
16-08390116,4615 S ARCHER AVE,4615,S,ARCHER AVE,4615 S ARCHER AVE,12/21/2016 0:00,12/21/2016 0:00,Work In Progress,Ford,AJ3698,2808857,1153763.122,1873825.157,Van,12/20/2016,12/20/2016,-87.71154541,41.80960908,0,0,12/20/2016 4:02,4615,S,ARCHER AVE,ARCHER AVE,4615 S ARCHER AVE,IN,964060,3-7 AM SNOW ROUTE,495,FORD,60,Notice,2016,TRUE,12/20/2016 4:02,TICKET AND TOW
16-08404409,6308 S ARCHER AVE,6308,S,ARCHER AVE,6308 S ARCHER AVE,12/22/2016 0:00,12/29/2016 0:00,Completed,Nissan,Q502979,2808858,1135500.014,1867713.694,Carryall,12/20/2016,12/20/2016,-87.77867741,41.79318122,0,0,12/20/2016 4:19,6308,S,ARCHER,ARCHER AVE,6308 S ARCHER,IL,964060,3-7 AM SNOW ROUTE,495,NISS,60,Notice,2016,TRUE,12/20/2016 4:19,TICKET AND TOW
16-08404410,2224 S KEDZIE AVE,2224,S,KEDZIE AVE,2224 S KEDZIE AVE,12/22/2016 0:00,12/29/2016 0:00,Completed,Toyota,218LSP,2808859,1155370.616,1889038.915,Carryall,12/20/2016,12/20/2016,-87.70524134,41.85132546,0,0,12/20/2016 5:25,2224,S,KEDZIE,KEDZIE AVE,2224 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,495,TOYT,60,Define,2016,TRUE,12/20/2016 5:25,TICKET AND TOW
16-08403555,1011 S STATE ST,1011,S,STATE ST,1011 S STATE ST,12/22/2016 0:00,12/29/2016 0:00,Completed,Chevrolet,DNJ0623,2808901,1176501.558,1895935.352,Sedan 4 Door,12/21/2016,12/21/2016,-87.62747826,41.86979944,-87.62703,41.86962,12/21/2016 3:10,1019,S,STATE ST,STATE ST,1019 S STATE ST,MI,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Notice,2016,TRUE,12/21/2016 3:10,TICKET AND TOW
16-08403559,2304 S KEDZIE AVE,2304,S,KEDZIE AVE,2304 S KEDZIE AVE,12/22/2016 0:00,12/29/2016 0:00,Completed,Toyota,Q339335,2808903,1155386.328,1888511.477,Carryall,12/21/2016,12/21/2016,-87.70519783,41.8498778,-87.70537,41.84787,12/21/2016 3:04,2406,S,KEDZIE,KEDZIE AVE,2406 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,10,TOYT,60,Paid,2016,TRUE,12/21/2016 3:04,TICKET AND TOW
16-08403561,601 W MADISON ST,601,W,MADISON ST,601 W MADISON ST,12/22/2016 0:00,12/29/2016 0:00,Completed,Jeep - Year Greater 1988,R237222,2808904,1172320.75,1900288.195,Carryall,12/21/2016,12/21/2016,-87.64269849,41.88183725,-87.6429175,41.8816993,12/21/2016 3:07,617,W,MADISON,MADISON ST,617 W MADISON,IL,964060,3-7 AM SNOW ROUTE,1,JEEP,60,Paid,2016,TRUE,12/21/2016 3:07,TICKET AND TOW
16-08403563,1931 S STATE ST,1931,S,STATE ST,1931 S STATE ST,12/22/2016 0:00,12/29/2016 0:00,Completed,Kia Motors Corp,S924440,2808905,1176628.116,1890982.25,Sedan 4 Door,12/21/2016,12/21/2016,-87.62716321,41.85620495,-87.62676,41.85602,12/21/2016 3:17,1925,S,STATE ST,STATE ST,1925 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,KIA,60,Paid,2016,TRUE,12/21/2016 3:17,TICKET AND TOW
16-08403565,5321 S KEDZIE AVE,5321,S,KEDZIE AVE,5321 S KEDZIE AVE,12/22/2016 0:00,12/29/2016 0:00,Completed,Nissan,Q144610,2808906,1155952.495,1869081.38,Sedan 4 Door,12/21/2016,12/21/2016,-87.70364255,41.79654776,0,0,12/21/2016 3:38,5321,S,EKDZIE,KEDZIE AVE,5321 S EKDZIE,IL,964060,3-7 AM SNOW ROUTE,495,NISS,60,Paid,2016,TRUE,12/21/2016 3:38,TICKET AND TOW
16-08403568,5223 S KEDZIE AVE,5223,S,KEDZIE AVE,5223 S KEDZIE AVE,12/22/2016 0:00,12/29/2016 0:00,Completed,Honda,Q127069,2808907,1155931.169,1869817.699,Sedan 4 Door,12/21/2016,12/21/2016,-87.70370097,41.79856875,0,0,12/21/2016 3:31,5223,S,KEDZIE,KEDZIE AVE,5223 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,495,HOND,60,Paid,2016,TRUE,12/21/2016 3:31,TICKET AND TOW
16-08403570,1319 S STATE ST,1319,S,STATE ST,1319 S STATE ST,12/22/2016 0:00,12/29/2016 0:00,Completed,Nissan,H969627,2808908,1176542.504,1894339.157,Sedan 4 Door,12/21/2016,12/21/2016,-87.62737613,41.86541845,-87.62692,41.86508,12/21/2016 3:05,1319,S,STATE ST,STATE ST,1319 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,NISS,60,Notice,2016,TRUE,12/21/2016 3:05,TICKET AND TOW
16-08403572,2015 S STATE ST,2015,S,STATE ST,2015 S STATE ST,12/22/2016 0:00,12/29/2016 0:00,Completed,Saturn,E815155,2808909,1176636.94,1890639.925,Carryall,12/21/2016,12/21/2016,-87.62714115,41.85526538,-87.62759,41.85345,12/21/2016 3:20,2110,S,STATE ST,STATE ST,2110 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,SATR,60,Notice,2016,TRUE,12/21/2016 3:20,TICKET AND TOW
16-08417252,501 W MADISON ST,501,W,MADISON ST,501 W MADISON ST,12/23/2016 0:00,12/29/2016 0:00,Completed,Nissan,9509879,2808966,1173130.816,1900311.554,Sedan 4 Door,12/22/2016,12/22/2016,-87.63972328,41.88188342,-87.6429068,41.8816999,12/22/2016 3:04,615,W,MADISON,MADISON ST,615 W MADISON,IL,964060,3-7 AM SNOW ROUTE,1,NISS,60,Notice,2016,TRUE,12/22/2016 3:04,TICKET AND TOW
16-08417253,660 S STATE ST,660,S,STATE ST,660 S STATE ST,12/23/2016 0:00,12/29/2016 0:00,Completed,Chevrolet,V596740,2808967,1176461.265,1897336.837,Sedan 4 Door,12/22/2016,12/22/2016,-87.62758388,41.87364611,-87.6278343,41.8739492,12/22/2016 3:01,632,S,STATE,STATE ST,632 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Paid,2016,TRUE,12/22/2016 3:01,TICKET AND TOW
16-08417254,890 S STATE ST,890,S,STATE ST,890 S STATE ST,12/23/2016 0:00,12/29/2016 0:00,Completed,Cadillac,R493519,2808968,1176494.026,1896244.932,Carryall,12/22/2016,12/22/2016,-87.62749656,41.87064911,-87.6272651,41.8712816,12/22/2016 3:03,831,S,STATE,STATE ST,831 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,CADI,60,Notice,2016,TRUE,12/22/2016 3:03,TICKET AND TOW
16-08417209,1001 S STATE ST,1001,S,STATE ST,1001 S STATE ST,12/23/2016 0:00,12/29/2016 0:00,Completed,Acura,Q819721,2808969,1176501.058,1895958.752,Sedan 4 Door,12/22/2016,12/22/2016,-87.62747939,41.86986366,-87.6270399,41.86987,12/22/2016 3:02,1001,S,STATE,STATE ST,1001 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,ACUR,60,Notice,2016,TRUE,12/22/2016 3:02,TICKET AND TOW
16-08417255,1952 S ARCHER AVE,1952,S,ARCHER AVE,1952 S ARCHER AVE,12/23/2016 0:00,12/23/2016 0:00,Work In Progress,Chevrolet,Q777821,2808970,1176018.73,1890713.022,Sedan 4 Door,12/22/2016,12/22/2016,-87.62940804,41.8554799,-87.6285776,41.856016,12/22/2016 3:30,1952,S,ARCHER,ARCHER AVE,1952 S ARCHER,IL,964060,3-7 AM SNOW ROUTE,495,CHEV,60,Notice,2016,TRUE,12/22/2016 3:30,TICKET AND TOW
16-08417256,2853 S ARCHER AVE,2853,S,ARCHER AVE,2853 S ARCHER AVE,12/23/2016 0:00,12/29/2016 0:00,Completed,Toyota,504EZJ,2808971,1168794.6,1885946.83,Sedan 4 Door,12/22/2016,12/22/2016,-87.6560618,41.8425605,-87.65591,41.84234,12/22/2016 3:20,2853,S,ARCHER,ARCHER AVE,2853 S ARCHER,MN,964060,3-7 AM SNOW ROUTE,495,TOYT,60,Paid,2016,TRUE,12/22/2016 3:20,TICKET AND TOW
16-08417257,1021 S STATE ST,1021,S,STATE ST,1021 S STATE ST,12/23/2016 0:00,12/29/2016 0:00,Completed,Hyundai,APX430,2808972,1176502.058,1895912.052,Sedan 4 Door,12/22/2016,12/22/2016,-87.62747713,41.86973549,-87.6270399,41.86962,12/22/2016 3:05,1011,S,STATE,STATE ST,1011 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,HYUN,60,Paid,2016,TRUE,12/22/2016 3:05,TICKET AND TOW
16-08416472,1436 S STATE ST,1436,S,STATE ST,1436 S STATE ST,12/23/2016 0:00,12/29/2016 0:00,Completed,Chevrolet,8411360,2808973,1176564.821,1893476.518,Sedan 4 Door,12/22/2016,12/22/2016,-87.62732024,41.86305081,-87.6270538,41.8626572,12/22/2016 3:15,1435,S,STATE,STATE ST,1435 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Notice,2016,TRUE,12/22/2016 3:15,TICKET AND TOW
16-08417797,1401 S STATE ST,1401,S,STATE ST,1401 S STATE ST,12/23/2016 0:00,12/29/2016 0:00,Completed,Audi,P477743,2808975,1176555.788,1893831.383,Sedan 4 Door,12/22/2016,12/22/2016,-87.62734269,41.86402479,-87.6270821,41.8633771,12/22/2016 3:17,1411,S,STATE,STATE ST,1411 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,AUDI,60,Notice,2016,TRUE,12/22/2016 3:17,TICKET AND TOW
16-08417266,1529 S STATE ST,1529,S,STATE ST,1529 S STATE ST,12/23/2016 0:00,12/29/2016 0:00,Completed,Honda,Y828670,2808981,1176583.597,1892743.796,Carryall,12/22/2016,12/22/2016,-87.62727344,41.86103975,-87.62701,41.86114,12/22/2016 3:20,1529,S,STATE,STATE ST,1529 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,HOND,60,Paid,2016,TRUE,12/22/2016 3:20,TICKET AND TOW
16-08482971,555 W MADISON ST,555,W,MADISON ST,555 W MADISON ST,12/27/2016 0:00,1/9/2017 0:00,Completed,Chevrolet,E918380,2809036,1172629.011,1900297.042,Sedan 4 Door,12/23/2016,12/23/2016,-87.64156631,41.88185471,-87.6415191,41.8817235,12/23/2016 3:05,555,W,MADISON,MADISON ST,555 W MADISON,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Paid,2016,TRUE,12/23/2016 3:05,TICKET AND TOW
16-08482972,6057 S KEDZIE AVE,6057,S,KEDZIE AVE,6057 S KEDZIE AVE,12/27/2016 0:00,1/9/2017 0:00,Completed,Ford,Q872988,2809037,1156090.136,1864283.628,Carryall,12/23/2016,12/23/2016,-87.70326674,41.78337928,0,0,12/23/2016 3:12,5957,S,KEDZIE,KEDZIE AVE,5957 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,495,FORD,60,Paid,2016,TRUE,12/23/2016 3:12,TICKET AND TOW
16-08482973,5640 S KEDZIE AVE,5640,S,KEDZIE AVE,5640 S KEDZIE AVE,12/27/2016 0:00,1/9/2017 0:00,Completed,Saab,V172552,2809038,1156010.471,1867047.398,Sedan 4 Door,12/23/2016,12/23/2016,-87.70348459,41.79096506,0,0,12/23/2016 3:06,5640,S,KEDZIE,KEDZIE AVE,5640 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,495,SAAB,60,Court,2016,TRUE,12/23/2016 3:06,TICKET AND TOW
16-08482974,555 W MADISON ST,555,W,MADISON ST,555 W MADISON ST,12/27/2016 0:00,1/9/2017 0:00,Completed,Honda,R540938,2809039,1172629.011,1900297.042,Sedan 4 Door,12/23/2016,12/23/2016,-87.64156631,41.88185471,-87.6414699,41.8817251,12/23/2016 3:04,553,W,MADISON,MADISON ST,553 W MADISON,IL,964060,3-7 AM SNOW ROUTE,1,HOND,60,Paid,2016,TRUE,12/23/2016 3:04,TICKET AND TOW
16-08482975,650 S STATE ST,650,S,STATE ST,650 S STATE ST,12/27/2016 0:00,1/9/2017 0:00,Completed,Toyota,BYE5270,2809040,1176459.603,1897388.628,Sedan 4 Door,12/23/2016,12/23/2016,-87.62758842,41.87378826,-87.6278411,41.8740179,12/23/2016 3:32,624,S,STATE,STATE ST,624 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,PONT,60,Paid,2016,TRUE,12/23/2016 3:32,TICKET AND TOW
16-08482976,8010 S KEDZIE AVE,8010,S,KEDZIE AVE,8010 S KEDZIE AVE,12/27/2016 0:00,1/9/2017 0:00,Completed,Nissan,G600314,2809041,1156440.067,1851262.195,Sedan 4 Door,12/23/2016,12/23/2016,-87.70233399,41.74763942,0,0,12/23/2016 3:35,8010,S,KEDZIE,KEDZIE AVE,8010 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,495,NISS,60,Notice,2016,TRUE,12/23/2016 3:35,TICKET AND TOW
16-08482977,725 S STATE ST,725,S,STATE ST,725 S STATE ST,12/27/2016 0:00,12/27/2016 0:00,Work In Progress,Ford,L743545,2809042,1176475.337,1896903.068,Sedan 4 Door,12/23/2016,12/23/2016,-87.62754531,41.8724555,-87.6272951,41.8725228,12/23/2016 3:26,725,S,STATE,STATE ST,725 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,FORD,60,Define,2016,TRUE,12/23/2016 3:26,TICKET AND TOW
16-08482978,826 S STATE ST,826,S,STATE ST,826 S STATE ST,12/27/2016 0:00,1/9/2017 0:00,Completed,Chevrolet,2496938,2809043,1176485.912,1896544.893,Sedan 4 Door,12/23/2016,12/23/2016,-87.6275173,41.87147241,-87.6277381,41.8714587,12/23/2016 3:36,820,S,STATE,STATE ST,820 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Paid,2016,TRUE,12/23/2016 3:36,TICKET AND TOW
16-08483858,814 S STATE ST,814,S,STATE ST,814 S STATE ST,12/27/2016 0:00,1/9/2017 0:00,Completed,Toyota,JMB631,2809079,1176484.412,1896601.093,Sedan 4 Door,12/24/2016,12/24/2016,-87.62752111,41.87162666,-87.6270399,41.86987,12/24/2016 3:11,1001,S,STATE ST,STATE ST,1001 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Paid,2016,TRUE,12/24/2016 3:11,TICKET AND TOW
16-08483859,1017 S STATE ST,1017,S,STATE ST,1017 S STATE ST,12/27/2016 0:00,1/9/2017 0:00,Completed,Chevrolet,Q108293,2809080,1176501.858,1895921.352,Carryall,12/24/2016,12/24/2016,-87.62747758,41.86976101,-87.6270399,41.86987,12/24/2016 3:19,1001,S,STATE,STATE ST,1001 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Paid,2016,TRUE,12/24/2016 3:19,TICKET AND TOW
16-08483861,2132 S ARCHER AVE,2132,S,ARCHER AVE,2132 S ARCHER AVE,12/27/2016 0:00,1/9/2017 0:00,Completed,Honda,E948669,2809082,1175103.162,1890110.092,Sedan 4 Door,12/24/2016,12/24/2016,-87.63278663,41.85384596,0,0,12/24/2016 3:10,2132,S,ARCHER,ARCHER AVE,2132 S ARCHER,IL,964060,3-7 AM SNOW ROUTE,495,HOND,60,Paid,2016,TRUE,12/24/2016 3:10,TICKET AND TOW
16-08483864,1021 S STATE ST,1021,S,STATE ST,1021 S STATE ST,12/27/2016 0:00,1/9/2017 0:00,Completed,Hyundai,Z513161,2809083,1176502.058,1895912.052,Sedan 2 Door,12/24/2016,12/24/2016,-87.62747713,41.86973549,-87.6270399,41.86987,12/24/2016 3:08,1001,S,STATE ST,STATE ST,1001 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,HYUN,60,Paid,2016,TRUE,12/24/2016 3:08,TICKET AND TOW
16-08483867,2051 S ARCHER AVE,2051,S,ARCHER AVE,2051 S ARCHER AVE,12/27/2016 0:00,1/9/2017 0:00,Completed,Pontiac,V595344,2809086,1175484.769,1890361.295,Carryall,12/24/2016,12/24/2016,-87.63137846,41.85452673,0,0,12/24/2016 3:55,2051,S,ARCHER,ARCHER AVE,2051 S ARCHER,IL,964060,3-7 AM SNOW ROUTE,495,PONT,60,Notice,2016,TRUE,12/24/2016 3:55,TICKET AND TOW
16-08483868,1812 S STATE ST,1812,S,STATE ST,1812 S STATE ST,12/27/2016 0:00,1/9/2017 0:00,Completed,Volvo,R601407,2809087,1176615.58,1891511.49,Sedan 2 Door,12/24/2016,12/24/2016,-87.62719324,41.8576575,-87.6275,41.8572,12/24/2016 3:29,1812,S,STATE,STATE ST,1812 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,VOLV,60,Paid,2016,TRUE,12/24/2016 3:29,TICKET AND TOW
16-08483873,2154 S ARCHER AVE,2154,S,ARCHER AVE,2154 S ARCHER AVE,12/27/2016 0:00,1/9/2017 0:00,Completed,Toyota,9852200,2809092,1174922.661,1889991.248,Sedan 4 Door,12/24/2016,12/24/2016,-87.63345268,41.85352388,0,0,12/24/2016 4:22,2154,S,ARCHER,ARCHER AVE,2154 S ARCHER,IL,964060,3-7 AM SNOW ROUTE,495,TOYT,60,Notice,2016,TRUE,12/24/2016 4:22,TICKET AND TOW
16-08483884,2880 S ARCHER AVE,2880,S,ARCHER AVE,2880 S ARCHER AVE,12/27/2016 0:00,1/9/2017 0:00,Completed,Pontiac,Q528223,2809100,1168612.259,1885827.772,Sedan 4 Door,12/24/2016,12/24/2016,-87.65673438,41.84223774,0,0,12/24/2016 5:31,2880,S,ARCHER,ARCHER AVE,2880 S ARCHER,IL,964060,3-7 AM SNOW ROUTE,495,PONT,60,Paid,2016,TRUE,12/24/2016 5:31,TICKET AND TOW
16-08502983,1412 S STATE ST,1412,S,STATE ST,1412 S STATE ST,12/28/2016 0:00,1/9/2017 0:00,Completed,Subaru,E802220,2809197,1176558.588,1893719.783,Sedan 4 Door,12/26/2016,12/26/2016,-87.62733578,41.86371849,-87.62766,41.86359,12/26/2016 3:41,1412,S,STATE ST,STATE ST,1412 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,495,SUBA,60,Notice,2016,TRUE,12/26/2016 3:41,TICKET AND TOW
16-08502984,1410 S STATE ST,1410,S,STATE ST,1410 S STATE ST,12/28/2016 0:00,1/9/2017 0:00,Completed,Acura,V904366,2809198,1176558.088,1893740.083,Carryall,12/26/2016,12/26/2016,-87.627337,41.8637742,0,0,12/26/2016 3:33,1410,S,STATE,STATE ST,1410 S STATE,IL,964060,3-7 AM SNOW ROUTE,495,ACUR,60,Paid,2016,TRUE,12/26/2016 3:33,TICKET AND TOW
16-08502985,3049 S MICHIGAN AVE,3049,S,MICHIGAN AVE,3049 S MICHIGAN AVE,12/28/2016 0:00,1/9/2017 0:00,Completed,Toyota,X680648,2809199,1177678.392,1884925.634,Sedan 2 Door,12/26/2016,12/26/2016,-87.62349196,41.8395614,-87.617161,41.839359,12/26/2016 4:26,3049,S,M L KING DR,MARTIN LUTHER KING DRIVE,3049 S MARTIN LUTHER KING DRIVE,IL,964060,3-7 AM SNOW ROUTE,495,TOYT,60,Notice,2016,TRUE,12/26/2016 4:26,TICKET AND TOW
16-08502988,2640 S KEDZIE AVE,2640,S,KEDZIE AVE,2640 S KEDZIE AVE,12/28/2016 0:00,1/9/2017 0:00,Completed,Chevrolet,Q844894,2809201,1155451.588,1886290.428,Carryall,12/26/2016,12/26/2016,-87.70501796,41.84378167,0,0,12/26/2016 3:14,2640,S,KEDZIE,KEDZIE AVE,2640 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,495,CHEV,60,Paid,2016,TRUE,12/26/2016 3:14,TICKET AND TOW
16-08503003,3926 S KEDZIE AVE,3926,S,KEDZIE AVE,3926 S KEDZIE AVE,12/28/2016 0:00,1/9/2017 0:00,Completed,Acura,Q914727,2809211,1155652.953,1878301.72,Carryall,12/26/2016,12/26/2016,-87.7044936,41.82185563,0,0,12/26/2016 3:33,3925,S,KEDZIE,KEDZIE AVE,3925 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,495,ACUR,60,Notice,2016,TRUE,12/26/2016 3:33,TICKET AND TOW
16-08503006,5442 S KEDZIE AVE,5442,S,KEDZIE AVE,5442 S KEDZIE AVE,12/28/2016 0:00,1/9/2017 0:00,Completed,Saturn,Q526224,2809212,1155975.715,1868250.88,Carryall,12/26/2016,12/26/2016,-87.70357971,41.79426829,0,0,12/26/2016 4:49,5442,S,KEDZIE,KEDZIE AVE,5442 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,495,SATR,60,Paid,2016,TRUE,12/26/2016 4:49,TICKET AND TOW
16-08503007,3538 E 106TH ST,3538,E,106TH ST,3538 E 106TH ST,12/28/2016 0:00,1/9/2017 0:00,Completed,Nissan,Q148991,2809213,1201546.322,1835275.3,Sedan 4 Door,12/26/2016,12/26/2016,-87.53759508,41.7027436,0,0,12/26/2016 6:36,3538,E,106TH ST,106TH ST,3538 E 106TH ST,IL,964060,3-7 AM SNOW ROUTE,495,NISS,60,Court,2016,TRUE,12/26/2016 6:36,TICKET AND TOW
